case;specid;latname;name;coordx;coordy;AQ;AQ.coordx;AQ.coordy;elev;rlength;nsurvey;forest;count041;count042;count043;count051;count052;count053;count061;count062;count063;count071;count072;count073;count081;count082;count083;count091;count092;count093;count101;count102;count103;count111;count112;count113;count121;count122;count123;count131;count132;count133;date041;date042;date043;date051;date052;date053;date061;date062;date063;date071;date072;date073;date081;date082;date083;date091;date092;date093;date101;date102;date103;date111;date112;date113;date121;date122;date123;date131;date132;date133;dur041;dur042;dur043;dur051;dur052;dur053;dur061;dur062;dur063;dur071;dur072;dur073;dur081;dur082;dur083;dur091;dur092;dur093;dur101;dur102;dur103;dur111;dur112;dur113;dur121;dur122;dur123;dur131;dur132;dur133;obs2004;obs2005;obs2006;obs2007;obs2008;obs2009;obs2010;obs2011;obs2012;obs2013
364;3800;PARCAE;Blue tit;1048942;151276;94;1050942;260724;750;5.6;3;34;NA;NA;NA;8;5;0;5;3;1;10;2;2;8;6;2;4;3;4;6;5;1;4;2;1;11;4;2;9;9;5;17;33;67;15;32;66;16;33;68;16;37;64;21;34;62;23;37;65;21;40;67;25;36;64;28;49;75;18;50;57;285;245;285;225;225;240;235;235;270;260;240;275;260;245;275;255;245;270;260;275;260;260;255;255;240;90;260;250;245;240;92;92;92;92;92;92;92;92;351;194
365;3800;PARCAE;Blue tit;1048942;167276;96;1050942;280724;650;6.4;3;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;1;24;49;56;23;42;56;31;43;57;15;28;49;20;41;54;25;39;49;18;38;52;22;44;58;21;40;50;18;24;48;300;300;300;300;285;330;300;270;285;315;300;330;300;270;330;270;240;285;270;255;300;240;180;225;270;210;210;240;225;240;114;114;114;114;114;114;114;114;114;114
366;3800;PARCAE;Blue tit;1048942;183276;97;1050942;290724;450;5.9;3;23;4;1;2;5;2;0;NA;NA;NA;1;0;0;4;0;2;3;1;1;4;2;2;4;5;2;11;0;2;3;0;5;24;45;59;23;44;56;22;50;65;22;43;68;26;47;75;25;47;68;28;46;62;21;47;65;28;47;70;24;48;69;135;150;135;135;170;150;120;135;115;120;140;150;135;120;95;100;110;115;105;115;105;130;210;120;145;145;160;135;150;135;140;140;140;140;140;140;140;233;140;140
367;3800;PARCAE;Blue tit;1054942;45276;86;1050942;160724;2350;6.2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;90;NA;64;87;NA;68;91;NA;69;91;NA;72;82;NA;65;79;NA;59;84;NA;75;89;NA;79;94;NA;88;106;NA;270;330;NA;300;360;NA;330;NA;NA;380;405;NA;340;330;NA;305;330;NA;330;330;NA;330;340;NA;330;345;NA;320;320;NA;28;28;28;145;145;145;145;145;145;145
368;3800;PARCAE;Blue tit;1054942;63276;87;1050942;170724;1650;5;3;43;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;27;42;55;32;47;68;32;46;57;26;42;66;40;51;64;37;60;75;25;54;66;20;50;64;34;60;75;32;44;59;280;315;300;285;315;315;300;300;330;270;285;245;255;255;270;240;250;270;270;270;290;315;300;285;255;240;285;255;280;285;83;83;83;83;83;83;83;83;83;83
369;3800;PARCAE;Blue tit;1054942;87276;90;1050942;200724;2050;4.1;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;58;69;57;63;69;56;70;86;49;54;70;56;71;82;51;65;74;64;85;100;32;56;77;62;76;89;65;79;93;240;255;225;300;240;240;225;255;240;210;240;255;210;240;240;230;240;255;240;300;210;275;270;255;230;240;255;285;230;235;59;59;59;59;59;59;141;141;141;141
370;3800;PARCAE;Blue tit;1054942;143276;93;1050942;250724;750;4.8;3;26;3;1;0;2;0;1;3;1;1;2;0;0;0;0;0;2;1;1;4;2;0;1;1;0;5;5;1;4;2;3;24;46;81;31;45;73;26;55;71;21;50;70;26;42;75;29;51;62;25;47;66;31;47;68;30;48;58;24;38;57;195;240;210;205;210;200;180;210;195;195;200;180;185;180;175;150;205;180;180;210;200;185;195;190;225;225;225;195;225;240;87;87;87;87;87;87;87;87;87;87
371;3800;PARCAE;Blue tit;1054942;159276;95;1050942;270724;750;5.6;3;7;5;2;2;NA;NA;NA;8;4;1;7;5;1;5;4;1;5;4;4;2;2;3;9;3;2;11;10;9;15;6;4;22;47;68;36;54;67;15;55;74;28;44;56;26;49;63;19;37;53;27;44;69;20;43;64;17;38;54;18;32;50;245;260;315;185;225;215;180;195;195;180;195;195;185;190;180;165;180;175;165;175;165;165;165;165;205;195;190;180;135;210;325;325;325;325;325;325;325;325;61;61
372;3800;PARCAE;Blue tit;1054942;175276;97;1050942;290724;450;5.7;3;87;NA;NA;NA;2;2;0;0;0;0;5;0;1;1;1;0;1;0;0;3;3;1;1;1;0;2;3;0;1;1;3;15;32;66;21;38;58;17;31;67;14;36;71;17;36;66;19;40;66;24;47;70;16;40;76;16;38;71;13;53;69;180;210;225;220;195;220;215;225;260;230;200;260;220;230;240;210;230;235;215;225;235;225;230;240;200;225;265;230;240;255;92;92;92;92;92;92;92;92;92;92
373;3800;PARCAE;Blue tit;1054942;191276;98;1050942;300724;850;4.8;3;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;24;46;70;22;55;69;35;45;64;20;48;67;18;49;63;24;50;58;16;46;58;15;45;57;28;48;61;14;48;63;290;290;300;240;255;255;190;255;265;250;255;245;235;245;225;245;240;245;255;225;235;250;255;265;260;250;240;260;270;250;136;136;136;136;136;136;136;136;136;136
374;3800;PARCAE;Blue tit;1054942;207276;99;1050942;320724;450;7.6;3;39;NA;NA;NA;14;7;8;16;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;7;7;15;4;7;22;6;4;13;8;9;22;46;69;23;45;66;26;47;68;18;46;64;20;44;63;19;50;73;21;49;70;21;48;65;17;44;59;24;45;66;265;270;275;270;250;300;270;230;270;250;270;240;230;255;240;235;255;245;245;260;255;235;255;255;260;280;305;250;255;255;2;2;2;2;2;2;2;2;2;2
375;3800;PARCAE;Blue tit;1060942;71276;101;1060942;180724;1050;5.4;3;93;2;0;3;0;0;0;1;0;1;1;0;4;2;1;1;1;0;1;0;0;1;NA;NA;NA;1;0;0;1;1;0;26;41;57;28;49;59;26;46;62;25;42;53;27;49;62;37;49;63;28;49;65;NA;NA;NA;28;54;68;25;41;67;280;270;285;270;280;280;245;250;255;235;250;245;265;250;255;250;265;235;260;245;245;NA;NA;NA;255;250;250;260;265;265;34;34;34;34;34;34;34;NA;34;34
376;3800;PARCAE;Blue tit;1060942;103276;102;1060942;210724;1450;4.7;3;48;1;1;0;1;1;0;1;1;0;1;1;1;2;0;0;0;1;1;0;0;0;0;0;0;2;1;0;1;0;0;55;65;76;56;69;82;29;54;81;42;65;89;39;72;89;55;77;100;38;59;90;37;71;90;41;68;96;33;65;88;220;280;265;300;310;315;310;295;340;275;270;285;285;290;285;290;295;280;295;295;285;300;290;285;270;285;270;255;285;285;151;157;92;92;92;92;92;92;92;92
377;3800;PARCAE;Blue tit;1060942;135276;103;1060942;250724;850;5.7;3;11;NA;NA;NA;1;1;0;1;0;0;0;2;1;1;1;0;0;0;0;3;0;2;0;4;6;3;6;4;2;1;1;29;42;58;32;41;55;41;50;55;26;37;55;26;38;53;31;41;60;29;49;65;18;39;65;21;40;56;18;41;64;210;240;210;240;240;240;270;270;240;270;285;240;270;255;270;270;270;255;300;285;300;270;270;240;225;240;225;195;195;245;324;324;324;324;324;324;324;324;324;324
378;3800;PARCAE;Blue tit;1060942;151276;104;1060942;260724;1250;4.8;3;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;53;60;31;45;73;41;44;82;36;43;53;32;42;57;33;40;74;25;38;59;19;35;59;20;30;43;23;45;51;245;275;270;220;265;250;240;265;245;260;250;240;260;255;245;311;322;333;305;265;310;285;267;275;255;270;265;180;260;255;15;15;15;15;15;193;234;234;234;234
379;3800;PARCAE;Blue tit;1060942;199276;105;1060942;310724;550;5.9;3;12;3;4;0;8;3;2;4;4;3;5;3;5;2;0;0;7;4;0;5;2;3;5;1;2;4;2;4;1;1;0;16;32;74;30;51;65;36;51;72;21;42;56;16;38;71;19;46;67;18;42;64;20;40;60;18;40;54;22;43;69;150;150;150;180;180;170;150;240;180;170;160;165;150;195;150;300;320;330;120;195;145;135;150;150;180;180;165;155;150;150;97;97;97;97;97;89;97;97;97;97
380;3800;PARCAE;Blue tit;1066942;55276;106;1070942;170724;2750;6.6;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;83;86;NA;90;93;NA;94;97;NA;89;98;NA;85;89;NA;90;94;NA;88;92;NA;90;95;NA;88;95;NA;87;99;NA;205;310;NA;310;305;NA;300;310;NA;300;305;NA;300;300;NA;330;330;NA;300;300;NA;315;315;NA;340;325;NA;320;305;NA;124;124;124;124;124;124;124;124;124;124
381;3800;PARCAE;Blue tit;1066942;63276;106;1070942;170724;2450;4.5;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;87;88;NA;88;94;NA;93;99;NA;91;99;NA;90;93;NA;92;95;NA;89;93;NA;88;96;NA;89;94;NA;107;114;NA;300;300;NA;300;300;NA;240;300;NA;300;300;NA;285;300;NA;340;340;NA;285;300;NA;255;300;NA;330;360;NA;165;150;NA;124;124;124;124;124;124;124;124;124;256
382;3800;PARCAE;Blue tit;1066942;79276;108;1070942;190724;1450;5.6;3;42;3;2;1;4;3;2;5;5;5;6;2;4;6;5;1;8;3;1;6;4;2;10;5;6;10;0;8;9;4;2;47;61;69;44;56;77;52;66;79;49;64;78;42;62;83;46;60;73;25;52;67;23;40;64;28;47;61;18;48;68;325;305;340;360;330;345;315;310;315;300;295;295;290;275;285;285;280;305;255;280;305;280;265;305;270;275;280;260;285;290;164;329;329;329;329;329;329;329;329;329
383;3800;PARCAE;Blue tit;1066942;127276;111;1070942;240724;1450;6;3;26;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;76;78;70;78;80;73;80;92;49;64;77;82;88;101;50;65;78;58;78;86;41;66;88;60;68;79;45;67;74;255;225;225;210;240;300;240;255;285;300;300;270;240;255;290;240;270;270;300;315;300;285;270;285;225;235;225;210;225;245;324;324;324;324;324;324;324;324;324;324
384;3800;PARCAE;Blue tit;1066942;143276;112;1070942;250724;750;3.2;3;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;3;6;3;5;17;46;68;22;45;71;17;38;77;23;50;68;20;49;72;19;47;73;19;46;66;24;47;73;25;37;67;14;35;63;115;115;90;105;120;105;115;120;100;105;105;115;135;120;105;105;120;95;105;105;120;120;100;120;135;120;120;135;135;135;189;189;189;189;189;189;189;189;189;227
385;3800;PARCAE;Blue tit;1066942;175276;114;1070942;290724;450;4.5;3;2;NA;NA;NA;0;1;2;2;2;0;5;3;3;1;1;2;3;1;0;3;3;1;1;0;2;0;3;3;2;0;4;15;41;49;21;41;49;22;41;48;15;41;46;18;41;49;15;40;47;15;41;47;46;62;68;43;57;68;21;31;60;130;115;110;110;120;115;80;110;115;125;115;120;105;120;110;110;120;110;120;120;115;240;165;170;150;135;120;120;140;130;19;19;19;19;19;19;19;266;266;363
386;3800;PARCAE;Blue tit;1068942;112276;109;1070942;220724;2050;4.4;2;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;69;91;NA;78;97;NA;82;103;NA;43;83;NA;62;80;NA;75;89;NA;77;88;NA;41;60;NA;56;80;NA;78;97;NA;210;225;NA;210;165;NA;210;225;NA;210;195;NA;285;245;NA;240;220;NA;220;275;NA;245;250;NA;225;240;NA;220;225;NA;176;176;176;176;234;234;234;234;234;234
387;3800;PARCAE;Blue tit;1072942;63276;106;1070942;170724;2050;5.8;3;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;58;68;50;62;63;49;74;83;50;66;73;52;62;82;60;74;89;54;65;80;31;48;77;41;54;77;44;65;78;225;240;240;225;240;225;210;225;210;295;295;315;290;270;270;280;270;260;265;245;255;270;270;260;270;270;275;270;270;270;129;129;129;320;30;282;282;282;282;282
388;3800;PARCAE;Blue tit;1072942;71276;107;1070942;180724;1750;5.5;3;74;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;68;79;55;63;74;54;60;70;53;72;80;63;71;80;63;74;84;54;64;83;32;50;64;41;56;70;48;68;80;330;255;240;265;250;260;255;260;235;280;250;270;260;240;255;300;280;280;280;278;265;315;285;260;260;250;250;260;245;230;166;166;166;166;166;329;329;228;228;228
389;3800;PARCAE;Blue tit;1072942;119276;110;1070942;230724;1650;4.3;3;45;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;48;53;96;55;62;69;51;56;71;43;56;64;46;53;60;31;47;54;47;55;73;25;34;55;37;47;60;35;50;64;230;230;195;180;215;205;220;240;200;225;215;205;275;270;190;340;225;260;240;260;245;240;240;245;290;290;255;295;315;250;43;43;43;43;43;43;43;43;43;43
390;3800;PARCAE;Blue tit;1072942;127276;111;1070942;240724;1950;5.2;2;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;86;NA;73;79;NA;81;87;NA;71;80;NA;83;88;NA;87;91;NA;85;98;NA;66;82;NA;77;90;NA;82;96;NA;180;170;NA;190;205;NA;190;250;NA;254;260;NA;220;215;NA;210;210;NA;305;245;NA;270;280;NA;285;270;NA;240;245;NA;26;26;26;26;26;26;157;157;224;194
391;3800;PARCAE;Blue tit;1072942;167276;113;1070942;280724;650;5.9;3;61;2;2;3;5;2;2;2;3;4;7;1;1;1;2;1;4;3;1;2;2;2;4;0;4;2;3;3;2;3;3;16;45;67;16;38;56;17;36;66;14;29;49;19;34;47;15;46;62;16;38;53;16;35;51;17;38;56;14;35;60;270;275;270;225;230;230;230;230;230;230;230;230;220;220;220;235;230;245;220;225;230;225;225;225;215;225;230;250;255;255;95;95;95;95;95;227;95;95;95;95
392;3800;PARCAE;Blue tit;1072942;183276;114;1070942;290724;550;5.5;3;33;6;6;5;9;12;5;11;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;10;25;46;88;26;46;73;26;51;73;17;43;85;20;53;76;25;47;75;18;53;84;17;36;86;27;58;85;18;44;68;300;300;300;NA;NA;NA;240;180;240;NA;NA;NA;210;270;270;285;300;330;270;360;330;270;300;360;285;240;360;240;180;270;317;317;317;317;317;317;317;317;317;317
393;3800;PARCAE;Blue tit;1072942;199276;115;1070942;310724;650;3.5;3;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;0;22;47;59;30;42;51;15;45;71;14;33;55;26;42;62;15;47;50;24;39;54;23;36;60;27;41;56;18;33;48;170;180;180;200;180;160;140;180;150;170;180;165;190;240;180;180;180;180;0;200;195;190;180;180;195;165;180;260;155;180;18;18;18;18;18;18;18;18;18;18
394;3800;PARCAE;Blue tit;1078942;87276;117;1080942;200724;1350;3.5;3;69;3;1;2;0;2;1;2;0;0;1;0;2;5;0;0;4;0;0;6;12;3;1;4;1;2;4;3;6;8;8;46;67;80;45;65;80;51;65;79;43;56;71;41;62;83;47;68;89;26;47;74;17;41;68;40;50;68;24;44;68;235;255;240;235;240;240;225;225;225;250;225;220;235;225;220;230;235;220;216;223;180;195;200;152;240;240;270;240;240;240;63;63;63;63;63;63;141;141;343;343
395;3800;PARCAE;Blue tit;1078942;143276;119;1080942;250724;1250;6.2;3;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;76;88;31;57;77;55;66;72;24;60;81;33;41;83;26;47;79;24;46;67;25;38;76;30;44;75;35;48;81;215;200;210;225;235;210;210;225;280;240;210;195;240;215;225;195;210;215;225;240;225;235;225;210;238;230;255;240;240;225;57;57;57;57;57;57;57;57;57;57
396;3800;PARCAE;Blue tit;1078942;159276;121;1080942;270724;650;6.5;3;5;NA;NA;NA;3;4;4;4;3;0;9;12;3;6;12;6;15;8;11;12;4;14;6;6;3;3;2;1;2;0;2;17;41;50;16;40;56;19;45;58;15;32;53;19;34;58;15;36;51;23;45;59;17;31;51;21;30;45;14;41;60;200;200;210;190;190;185;180;185;205;190;190;200;200;210;170;165;175;189;195;160;200;165;180;175;170;140;165;200;170;170;202;202;202;202;202;202;202;202;348;348
397;3800;PARCAE;Blue tit;1078942;207276;125;1080942;320724;450;7.7;3;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;3;8;25;45;67;15;29;50;21;33;54;24;40;54;20;36;53;19;37;50;21;46;55;18;38;58;28;41;56;24;50;69;270;270;300;225;270;285;210;285;315;295;330;315;270;240;305;240;270;255;270;270;285;285;265;255;270;270;255;240;270;290;21;148;148;148;148;148;148;148;148;250
398;3800;PARCAE;Blue tit;1084942;79276;116;1080942;190724;1950;4.8;3;60;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;72;78;83;66;72;80;NA;NA;NA;NA;NA;NA;62;74;83;61;83;92;67;74;91;64;77;83;68;79;89;76;91;100;345;345;330;300;330;300;NA;NA;NA;NA;NA;NA;245;265;255;255;290;275;300;250;310;280;300;285;310;300;335;265;245;280;165;165;NA;NA;194;194;194;194;354;354
399;3800;PARCAE;Blue tit;1084942;119276;118;1080942;230724;750;6.1;3;72;3;13;2;2;9;5;9;6;4;13;4;3;2;1;3;1;5;2;8;1;2;5;1;1;10;5;2;2;3;2;40;47;72;34;49;57;41;49;67;28;43;57;26;53;70;30;54;65;25;52;70;23;36;64;27;40;68;18;50;68;155;190;140;270;270;270;270;250;255;230;255;240;180;90;180;230;210;240;240;210;225;225;210;210;210;195;210;205;195;165;151;102;102;320;241;125;125;125;125;125
400;3800;PARCAE;Blue tit;1084942;151276;120;1080942;260724;1050;4.8;3;29;NA;NA;NA;1;1;5;0;0;0;1;3;0;7;2;1;4;1;6;3;5;2;8;2;2;5;4;3;3;4;5;23;45;53;31;44;58;43;51;71;14;28;46;27;42;69;26;40;61;39;51;66;22;36;63;22;47;58;26;41;76;235;185;190;240;280;255;270;180;215;240;240;235;265;225;240;245;235;250;245;225;225;255;230;210;230;275;285;245;245;235;37;222;222;222;222;222;222;222;222;222
401;3800;PARCAE;Blue tit;1084942;167276;122;1080942;280724;650;5.6;3;7;6;2;2;14;5;2;8;7;5;10;5;5;12;8;1;10;7;6;11;8;4;10;4;3;4;4;8;11;7;3;27;42;68;22;41;62;21;41;73;25;40;66;25;45;70;23;43;64;19;42;65;20;41;65;26;41;63;17;44;66;210;220;200;225;195;180;210;220;185;225;210;195;230;210;210;220;210;165;215;250;200;245;230;215;225;215;210;240;220;205;81;81;81;81;81;81;81;81;81;81
402;3800;PARCAE;Blue tit;1084942;183276;123;1080942;290724;450;4.3;3;7;9;9;6;17;4;8;17;8;9;15;7;2;19;10;8;12;5;4;16;10;6;8;11;7;15;9;9;9;9;10;18;46;67;23;56;66;17;51;66;15;54;64;20;48;62;19;47;62;18;46;67;20;31;58;19;31;47;14;35;69;260;240;240;240;240;275;240;265;270;265;235;265;260;240;265;230;235;230;250;240;250;220;250;230;185;185;210;220;200;200;96;96;96;96;96;96;96;264;264;264
403;3800;PARCAE;Blue tit;1084942;199276;124;1080942;310724;350;4.3;3;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;0;0;0;3;0;1;1;0;1;3;2;0;0;1;0;17;59;74;18;45;66;16;51;65;29;42;64;27;41;83;19;47;68;18;45;53;17;38;59;15;43;78;14;50;70;NA;NA;NA;150;150;150;255;285;150;150;105;135;150;150;120;120;135;120;135;120;135;150;135;130;135;120;135;135;135;120;107;107;107;107;107;107;107;107;107;107
404;3800;PARCAE;Blue tit;1084942;215276;126;1080942;330724;350;8.3;3;2;6;5;8;8;5;3;7;4;2;5;2;3;5;1;5;3;2;20;7;4;10;6;4;1;16;7;7;8;2;3;17;46;71;22;40;65;22;51;71;14;34;56;54;42;69;18;43;60;17;46;65;16;41;64;21;41;68;18;41;58;220;200;190;205;200;210;200;185;210;205;195;205;195;170;200;200;205;210;215;210;180;210;190;185;200;160;200;215;205;180;80;80;80;80;80;80;80;80;80;80
405;3800;PARCAE;Blue tit;1090942;95276;127;1090942;210724;1350;5.4;3;16;NA;NA;NA;0;0;0;NA;NA;NA;1;1;0;0;0;0;3;1;1;2;3;0;4;4;3;0;0;0;0;1;0;51;80;81;58;59;94;54;73;91;41;49;69;61;75;82;51;62;82;54;66;73;37;63;76;58;64;84;63;69;76;225;240;NA;245;250;240;270;255;240;220;230;250;270;265;240;275;275;250;295;290;250;250;255;270;275;270;255;225;240;240;77;77;12;320;194;194;194;194;349;349
406;3800;PARCAE;Blue tit;1090942;143276;129;1090942;250724;550;4.1;3;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;3;12;6;6;4;24;45;60;26;43;57;20;37;50;16;43;50;20;40;54;24;37;49;16;28;38;21;35;48;22;45;56;14;35;57;215;225;230;240;255;210;240;240;245;240;250;255;255;240;245;230;225;225;225;225;240;240;220;245;210;255;255;230;250;255;126;209;209;209;209;209;209;209;209;209
407;3800;PARCAE;Blue tit;1090942;159276;130;1090942;270724;450;7.1;3;9;NA;NA;NA;NA;NA;NA;15;12;3;18;7;2;6;6;1;8;5;1;8;7;2;13;6;1;14;11;13;14;6;9;17;53;67;23;44;58;23;37;51;14;29;57;16;37;70;15;43;78;28;46;67;16;31;55;20;40;63;14;41;69;231;165;162;260;285;230;225;220;230;215;235;205;230;225;190;245;240;175;210;240;205;235;250;205;425;380;370;365;350;380;180;134;134;134;134;134;134;134;268;268
408;3800;PARCAE;Blue tit;1090942;191276;131;1090942;300724;450;7.9;3;37;NA;NA;NA;10;1;1;4;4;2;21;4;0;8;7;1;10;6;5;15;3;5;7;4;2;8;6;2;7;3;4;24;50;60;15;56;73;15;49;71;14;45;62;16;52;76;19;53;75;18;44;73;15;43;64;17;55;77;18;56;69;210;255;215;220;235;220;205;225;225;215;240;240;215;215;210;230;240;240;255;240;240;215;265;250;220;255;235;215;245;245;299;299;299;299;299;299;299;299;299;299
409;3800;PARCAE;Blue tit;1091942;126276;128;1090942;240724;2150;4.9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;102;NA;78;86;NA;93;98;NA;75;84;NA;72;81;NA;86;93;NA;70;92;NA;66;92;NA;77;85;NA;93;100;NA;270;180;NA;285;240;NA;180;165;NA;240;225;NA;255;225;NA;240;240;NA;230;235;NA;240;225;NA;320;360;NA;300;300;NA;204;204;59;204;194;194;194;194;342;342
410;3800;PARCAE;Blue tit;1096942;199276;137;1100942;310724;550;5.7;3;71;19;4;6;9;8;54;20;11;24;28;4;2;23;6;36;10;7;1;37;12;20;12;4;7;9;7;14;11;10;3;15;44;50;18;46;63;21;35;70;13;50;76;18;45;75;18;48;67;18;48;71;17;43;67;15;45;60;19;41;58;240;180;195;210;235;240;200;225;210;210;215;235;220;240;230;200;230;210;225;225;180;200;195;210;190;200;200;220;210;220;321;321;321;321;321;321;321;321;321;321
411;3800;PARCAE;Blue tit;1102942;71276;132;1100942;180724;1950;4.8;3;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;75;87;51;80;85;72;84;93;73;78;84;80;93;101;92;94;102;83;90;98;80;82;89;76;82;90;75;83;95;355;380;360;310;315;350;425;350;360;300;360;345;310;345;330;435;300;275;360;355;330;360;325;335;300;300;305;305;285;295;85;85;85;85;85;85;85;85;85;47
412;3800;PARCAE;Blue tit;1102942;127276;133;1100942;240724;1550;3.4;2;19;NA;NA;NA;0;0;0;0;0;0;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;98;NA;78;97;NA;77;102;NA;69;97;NA;81;96;NA;87;101;NA;72;101;NA;77;103;NA;80;101;NA;80;101;NA;315;330;NA;235;250;NA;270;290;NA;300;285;NA;315;295;NA;310;280;NA;295;295;NA;300;270;NA;300;280;NA;285;285;NA;92;92;92;92;92;92;92;92;92;92
413;3800;PARCAE;Blue tit;1102942;159276;135;1100942;270724;650;6.7;3;24;NA;NA;NA;5;3;1;1;2;1;4;2;2;10;3;3;7;4;2;12;10;2;2;2;3;6;4;2;7;4;6;27;45;66;29;50;69;24;56;71;21;49;63;27;47;76;26;47;79;27;52;87;23;56;71;26;54;77;32;44;74;180;180;180;195;120;180;170;180;165;170;170;165;180;160;150;150;150;180;180;180;150;165;165;165;180;165;180;165;165;180;192;192;192;192;192;192;192;192;192;192
414;3800;PARCAE;Blue tit;1102942;175276;136;1100942;290724;450;6;3;10;NA;NA;NA;9;8;10;5;0;5;19;2;4;12;9;2;7;3;2;16;8;5;11;2;5;13;4;5;7;5;7;17;50;53;15;51;57;15;51;55;15;43;50;20;47;54;18;47;51;17;46;52;17;45;51;21;43;47;14;41;50;205;180;202;189;143;208;181;170;150;191;180;175;187;186;190;196;190;200;199;196;189;190;174;172;180;159;172;195;193;175;79;79;79;79;79;79;79;79;79;79
415;3800;PARCAE;Blue tit;1102942;207276;138;1100942;320724;450;6.1;3;0;NA;NA;NA;NA;NA;NA;8;6;4;6;1;0;10;14;8;8;7;6;8;6;2;3;3;2;1;13;5;2;1;2;16;41;90;23;56;77;23;69;76;22;43;70;16;54;73;21;46;64;22;54;65;25;52;73;23;31;54;14;55;63;150;150;135;145;145;140;135;120;130;135;135;130;205;205;185;170;175;165;195;163;148;148;160;163;158;157;169;190;170;192;301;301;301;301;200;200;193;250;247;247
416;3800;PARCAE;Blue tit;1102942;223276;139;1100942;330724;450;5.7;3;70;8;7;4;6;10;8;8;5;2;10;6;2;4;4;2;8;3;6;8;6;1;7;3;6;11;6;6;7;6;4;26;53;67;32;50;70;32;54;72;16;40;65;34;57;75;22;46;75;24;49;70;22;51;73;28;50;70;16;35;73;240;210;185;155;240;245;220;220;205;215;200;210;220;205;255;210;215;205;205;240;220;215;200;210;205;230;220;220;215;215;86;86;86;86;86;86;86;86;86;86
